hex_values,target_values
b'429a0267da0e0000010401450400e220241781480800a2280404c44400001d262100e17300007da7000083b01104ff472100e17300001022000023b00400e573',alphaev56
b'ff6330000043ac0000033c2c0068ac07000324000040ac000043ac10800324000043acf8ff0324000045ac000043acb8d10334000043ac0000000c000000001c',mipsel
b'3c4c53c4ea82ae693c4cae693c4c0000b8a00000e1b6000024a40000a2a40000a3a00000a8b00000a2a40000a5a40000a1b4000022a4000024a4000021a40000',alphaev56
b'00c220a0000300000086106000c2006000c220a000c820a000c200e008c220a00082103fffc220a000c220a000c220a00003000000c2106000c220a000030000',sparc
b'00008093000010920000109200008091000090910000909300008093000080910000992787fd9095909300008093000080910000992787fd9095909300008093',avr
b'10a600251082000c00c58f1000c48f000000000718850003000010000000000800c28f0c00c38f21e8c0030400be8f0800bd270800e00300000000f8ffbd2704',mipsel
b'380041f9000000004280600000d42401d4892dbc000000002cd85289600293c94a896fea5281600242814a816ff04242602a227900000000221100010001d239',m68k
b'53e30700000a0d405be50e305be50310a0e17f00e0e3feffffeb0030a0e1030054e1150000ba0d305be5000053e30d00001a0e305be5000053e30a00001a0d30',arm
b'b060001a5840b0a898bfb09c07f407077fdfffffffffffff3fe000000000000090bff02c0d50a7faff9018bf6000b0686020b0606800505aed00b068001c6820',s390
b'017a520004781a011b0d1e001800000018000000000000005800000000460e10479a0248da0e000000005eb70000e2b3000061b000405b6b0000ba2700005ea7',alphaev56
b'00000001000000049908810000c02000a808810000c02000b8080c08890bb10000b20b00b24a00a10000890a860000000c181b996679f88c280c58890a810000',xtensa
b'5030b0605810b0601211a784001f5850b0645840b06018151545a72400191244a7440011a74e0001a78400091835a72800001d241812a7f4000ba7180000a7f4',s390
b'00000000003ccfffffffffffffcf0000004f000000893f00083900ff807d284bd67f8a4800419c0084893f00082f890000409e0028893f00092f890000419e00',powerpc
b'00392a0000910a000081490004814900048109000481080000910a00003940ffe49949000d8149001c912a00008949000d394affff4bffffec5223fa3a131d8b',powerpc
b'0000000000001c00468e0a50ce00000000002c00000030000000000000018c00448a0e8b0d8c0c8d0b8e0a8f09460ec801030164cfcecdcccbca0e6000000000',s390
b'240000001800000000000000e400448c0c8d0b8e0a8f09460ec80102aacfcecdcc0e600000ffff504010005810d0c658303000a7480000503010004830200054',s390
b'd0ae50205000502050005800d0b2a74800005820d0aaa7380000500050000de15840f098a728000098dff09407f4070700000000000000003520e6729faadc8f',s390
b'6c6c780a00000000000000000100842402008228f9ff40140000023c000040ac0800e00321100000e0ffbd271c00bfaf0000000c000000000000023c0000438c',mipsel
b'0338a0e12338a0e10300a0e100d04be204b09de41eff2fe1100000008edd21ad04b02de500b08de22cd04de228000be50130a0e1ba324be10030a0e310300be5',arm
b'207d4a0e7038e000017f88500090e90024409c0148550a063e7ce5503155051e38418201587c8a3bd67ce439d67ce7505054e7063e7c8753d67d4451d67d4a38',powerpc
b'003c0200008c4400603c020000ac440000ac6000248e64000424630024ac4400009264000800003821308400ffac4400003c0400008c860050248400508c8400',mips
b'83209100003091000030930000209300002091000030910000309300002093000020910000309100003093000020930000909300008093000082819381909300',avr
b'00a0d3010005c2ff1005e2060050e10000a0c30100a0d3feffffeb011091e20110a0130700e0e3feffffeb000087e5000054e30020a0030730a00100208305a8',arm
b'b00050201000432030005830d1025420d0fe502010005820300050201000505010005850d0fa5820c00050201000a708fff75820d0f6a7380000500010000de5',s390
b'202131204001f03f44fdff3ff400005d24000062200100232800003d2402009f20000081b0000042280200e273000041b0010043280200e273000041b001005f',alphaev56
b'5600002f032f02202e0010222e0014448140806750202e0008222e000c243c800000004283928391826612202e0010222e001474ff76ff928391826728202e00',m68k
b'00008c4400083c0500002484ffffac4400088ca2000027bdffe02403004eafbf001cac4300003c0200003c0300008c46000c2467000410c00003aca700002405',mips
b'1491822040224120082209241f4e5e4e754e5600002f032f02262e00084c2e38000014242e00104c2e2800000c2043d1c2262e000c242e001422034c021400d1',m68k
b'206000c02060000509e3b88410a3f2c420600005000000c400a000c420600005000000c0206000c020a00084102008b0102000c4206000921020009410200011',sparc
b'017a5200017810011b0c0708900100001c0000001c000000000000004401000000440e10033f010e0800000000000000488b05000000000fb70500000000c705',x86_64
b'6c6c780a002082e2002083e5002093e5002093e520309fe5002083e50020a0e30030a0e3feffffeb1040bde80000a0e31eff2fe1000000000000000000000000',arm
b'e1030052e1050000cab6205be10c301be51233a0e10338a0e12338a0e1000000eab6305be10300a0e100d04be204b09de41eff2fe1ffff000004b02de500b08d',arm
b'c82060008400a00180a0a00004bffff6832f60018600e00180a0e00104bffffb84102000ba07600180a7600004bffffb86102000921020009410200011000000',sparc
b'828200c0e0e3023023e0613003e2888095e5014003e2018088e20010a0e30000e0e3844085e51cc085e5888085e5feffffeb000057e190929fe59600002a0610',arm
b'00011400448b0d8c0c8d0b8e0a8f09460ec00102d2cfcecdcccb0e6000000010005820d0fa5830300050301000a7380000433020005820d0f650301000a73800',s390
b'00008b1500000000488b15000000008d770131d248c744240800000000c700000000008b01890500000000660fbe0500000000662d040e66f7f66685d2740eff',x86_64
b'00180000000cfffffffd820903808801a819a0a84180aa20810000c02000e808810000c02000e908c02000d908c02000b908b10000b80bc02000b908b20900b0',xtensa
b'04f0e0910000f0910000809100009091000091838083622f732f61507109262f372f6c30710500f086ed94e90895e0910000f09100008de190e09183808362ec',avr
b'00386000147cac4caa7ca94daa398a003c906a00207ca94caa7cac4daa38e0fff6810b000038a00000812a004838c000007d09fe707d28485055290ffe7d2942',powerpc
b'000000006400000000430e20429a048f03410d0f52cfda0c1e00000020000000a40a0000000000006400000000430e20429a048f03410d0f52cfda0c1e000000',alphaev56
b'07e082302817f09230482758375039c00c1637390262a0004028c06042c02d04482720a430483730b430a08c108967b08d108977886796d80148075817882798',xtensa
b'0081e090e0909300008093000083e090e090930000809300008def9fef90930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08d',avr
b'00017c0e011b0c0f600000002000000018000000000000006c00448d0b8e0a8f09460ec001024acfcecd0e60009e95502010005810d0565820d0520de15840f0',s390
b'b6806cf42410660000e02039000000004283362efff2703fe7a890b900000000b28056c049c0448076fdb6805ec049c044807603c08366066024528060024280',m68k
b'582050145020100058205018502010005820501c50201000583050205820d0b650301000a73800f6503010005820200050201000a7280001502010005820d0b2',s390
b'e5043081e5043081e5044081e5042081e5042081e5042081e5044081e5040081e514209ce518309ce50ce09ce50338a0e1223883e1043081e5044081e504209c',arm
b'81e500c081e500c081e500c081e500c081e500c081e500c081e500c081e5006081e5005081e5004081e500e081e5feffffeb7040bde80000a0e31eff2fe10000',arm
b'05000000008345fc018b45fc3b45e47ccf837de0007425488b1500000000b8ffffffff4831c2488b45d84889c6bf00000000b800000000e80000000090c9c355',x86_64
b'28ffff5810b0608820100018125510b064a744000b5820b0645810b060892010001812a7f400045810b06418215840b0a098bfb09407f490bff02c0d50a7faff',s390
b'000002000000040000008562dffa40000000f9000000a8103d2b380000000000a870ff10ff0001000000002080e5013083e20338a0e12338a0e1020053e3f7ff',arm
b'3000c78cffff4224fdff401424186400200023ad3400828d020000151a00a8000d0007001010000025104500261058002b18af0024104300280022af2c00cdad',mipsel
b'232384284018403b20022124840c6725840c63268438630c667b23636028400b23278411d200e6284018403b20022122210ed20fd020622c6222210b40090000',sh4
b'00000000000093e5002091e504e093e57f2082e3002081e500408ee500c080e5182093e5101093e5040052e1141083e5080000ba0100a0d30400a0c104c093e5',arm
b'910501f48091000090910000df91cf91089500d08091000090910000909300008093000080910000909100009093000080930000809100009091000090930000',avr
b'3929000148000008392000002f89000040bdfff0394a000148000008394000002f8a0001409dffe4390800012f880001409dffec38a0000038c000003c600000',powerpc
b'420e18420e10420e08000024000000f400000000000000b600000000410e108602410e188303440e3002ad0e18410e10410e081c0000001c01000000000000dd',x86_64
b'17e19ee70bd1722109d220610ad1722120622221322108d400e508d00b4000e600e0264f0b000900090000000000040000000800000000000000000000000000',sh4
b'ac4300003c0400002403ffff27bdffe03c0a0000ac43000000003821240300090000302124840000ad400018afbf001cac4300000c000000000000008fbf001c',mips
b'b09100000d90bc91a02d8d919c9191838083e0910000f09100000190f081e02d808191811f910f91089500d08091000090910000909300008093000080910000',avr
b'0083e090e0909300008093000047ea5fef509300004093000049ec5fef50930000409300005093000040930000309300002093000020ee33e830930000209300',avr
b'0022460388c76b68308875c02000824600308075c02000824601308874c02000824602c0200032460388c7ab68408875c02000824600402075c0200022460122',xtensa
b'4a8c00000000ffff4a250c004aac0000023c080040ac0000073c100065240000043c14008424ffff09240000063c211840000000e28c00000000000045ac0000',mipsel
b'0300000043ac0000033c1800648c18006324000044ac0400638c00000000000043aca043033c4d536324000043ac0000033c0c00648c0c006324000044ac0400',mipsel
b'0086004003fa00e004fa212000c600e008c62120008400a00180a0a00332bffff5bb28a0020300000084103ff6c420600005000000c400a000c4206000921020',sparc
b'0018000000000000014800448a0e8b0d8c0c8d0b8e0a8f09460ec00102fecfcecdcccbca0e6000025010400050205000bf4f200458b0c0005800c008a7740004',s390
b'00043c0200008c420018240600018c42000014400029ac66000424020002ac6200043c0600008c87002890c400203c0436953c03000024841ad3ac640000ac67',mips
b'00000002490e1002fe0e08000000000000008d460383f80375ef83e90175e34883ec08893d000000008935000000000fb7cfb875bc000099f7f9891500000000',x86_64
b'5200017c0e011b0c0f600000002400000018000000000000005000448c0c8d0b8e0a8f09460ec00172cfcecdcc0e6000000007f4070700000000000000000000',s390
b'0000017a5200017c0e011b0c0f60000000240000001800000000000000a800448c0c8d0b8e0a8f09460ec001027acfcecdcc0e60000000004330200450301000',s390
b'a728fff850201000a728fffb502010005820d0fe50201000a728ffff50201000a7280000502010005820d0fa5820200050201000a728800450201000a728fffa',s390
b'0000c217a0448328601083306010b010000181e8000081c3e008010000009de3bfa082100018f227a048c237a044c207a04880a0601f1880001301000000c217',sparc
b'00008089000880c9001490ca000038c0000080690018906a00003c600000386300008169001c916a000081690020916a000081690024916a000081690028916a',powerpc
b'93e50100a0e344ffffeb000085e51c3094e5100084e27040bde81eff2fe10000000010402de930009fe5edffffeb2c309fe5000083e5202093e51c1093e50010',arm
b'e50030a0e30020a0e32c009fe5005081e5004081e500e081e500c081e500c081e5feffffeb7040bde80000a0e31eff2fe100000000000000009bd5c01a000000',arm
b'a724007758a0d1aa1892583020008930000258002000a70a00015000200058002000a788ffff5083a000a70e0001a7c4ffee583090005890d1a6a73800015030',s390
b'2112d221622d62222109e2222119d2222119d400e519d00b4000e600e0107f264ff66bf66af6690b00f66800ff2900000028000000000000001c000000100000',sh4
b'000000180000005000000000000000ec01000000430e10419a020276da0e00000041b02800e0c302005f2000003d24000041b00d00e0c3f9ff1f2200007da700',alphaev56
b'00083c000062acf8ff8714c01004000400228d0000043ce0ffbd27000002ad21300000213800000000842402000224000002ad1c00bfaf0000000c000000001c',mipsel
b'222118d22162222117d22262222117d222211d92222116d22062222101e22221fce222212221322122212221322122212221fee2322122210ed222210ed22221',sh4
b'4489c2408875f88845ec668955e80fb745e85dc3554889e54881ec000100004889bda8feffff4889b5a0feffff48899598feffff89c84c898588feffff668985',x86_64
b'000044ac000043ac0000033c1000638c0000043c000043ac0000033c2400638c1c00848c000043ac0000033c2000638ce0ffbd27000043ac000044ac69f9043c',mipsel
b'8f3800be8f3400b78f3000b68f2c00b58f2800b48f2400b38f2000b28f1c00b18f1800b08f211000000800e0034000bd270000023c18005e8c0000053c180057',mipsel
b'41be00104800001c2f9f0000409e00143bfd00017fff07342f9f0001409dffac3fa000003bdd000088a1000b389e0010386000004bfffe5d2f9c00014fdde842',powerpc
b'04ff470000fe2f213120400000e42a0200624401f03f44fbff3ff4000020a00000553401302040000020b0000036a00000c7b01100a0e4000051a401000821a1',alphaev56
b'832804f09f44000081b00500632803f07f44000061b00000a1b00000992c0300622cc4048248430d624803048344000061b00400622803f07f44000061b00500',alphaev56
b'726732633263322708d30997326442600a277224c5af436706d6ebaf0900aa28001c0900280000001800000014000000240000000c0000006a5ccc1400000000',sh4
b'930000809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090',avr
b'81e0809300006091000070910000209100003091000081e0282720273127a1e0ef2b01f000c080910000880f990b992787fd909541e00115110501f000c0406c',avr
b'b10000809923c020009908921c010c02809923c020009908921c02c100009090f4c0200099080c69c020009908910000921901809923c020009908910000c020',xtensa
b'003d24000021a0347620491c007ea214f95f2201003f2214001e2a00007da700405b6b0000ba270000bd231004e0471404e94700003d240000612a00005d2600',alphaev56
b'6c780a0048000038e800009001001438a0000038c0000038630000812a0000810800007d2948f8912a00003d2000003940000580e7000490e900009149000091',powerpc
b'0000003d49fffe2079000000003d48fffe20790000000076028283538066de538266d823c100000000700f23c00000000076f523c30000000020390000000023',m68k
b'e10410a0e104d04be21008bde81eff2fe110082de904b08de210d04de20c000be508100be514200be510300be50c404be2180094e8010053e30030d4e20f0000',arm
b'9300005093000040930000309300002093000090930000809300008fe999ee909300008093000080910000909100009093000080930000809100009091000090',avr
b'01000000031fffff881063ffc207a04c87390001841020001080001001000000031fffff821063ff89286001c207a04c82187fff83290001b6103fffc807a04c',sparc
b'38e0000090e9000038a00000910900003863000090010014a0ca0004a0ea0006a90a000890c9000038c0000090e90000910900003900fffa91090000810a000c',powerpc
b'6ff04280600252807201b2806cf8342efffe48c2c4b90000000048790000000042a74ebaff8c508f0280000000ffb4806708203c0000200060024280b1b90000',m68k
b'000000003801000000430e10419a020249da0e000000000000005eb700007da700405b6b0000ba270000bd2300003d24000041a00200e24300003d24000041b0',alphaev56
b'008c42000027bdffe024033450afbf001cac4300003c0200008c4500043c0400003c020000000038210000302124840000ac430000ac4500000c000000000000',mips
b'f2010fb6d20fbe050000000089f129c1c705000000000100000009d10fb6f989f099f7ff39ca0f9fc00fb6c033050000000089c28d400785d20f49c2c1f803f7',x86_64
b'e0e0f0e080819181909300008093000082819381909300008093000080910000909100009093000080930000e0e0f0e080819181909300008093000082819381',avr
b'1b0c0f600000002800000018000000000000010c00448a0e8b0d8c0c8d0b8e0a8f09460ec00102cecfcecdcccbca0e6000015030100058302000503010005830',s390
b'3d000c839d0010679c4956813d0014639ce74e3bc0001b939d00103be0001b48000001393fffff713fffff4082fff4480000012c1e00013bdeffff4082ffe081',powerpc
b'003082050c3092e50810921534509fe500308ee530009fe50020a0e30030a0e300c08ee500108ee500508ee5feffffeb0400a0e17040bde81eff2fe100000000',arm
b'0075ca31d24863c2ffc2486bc0060fb78800000000890d000000000fb7880000000048050000000083fa03890d000000000fb7401689050000000075c8508b05',x86_64
b'3122017102e22731f58f136206d807d507d00b4082640228f360027001850d60087f264f0b00f668040000000800000000000000224f0dd00b4009000cd11262',sh4
b'8400ffac440000906300013c040000306300ffac4300003c0300008c63000800003821ac430000ac4000003c030000ac4500009063000000003021306300ffac',mips
b'0000fa30e000f600600086102009b606e001f620600003000000c6206000c6066000c6206000c6072000c6206000c606a000c620600007000000c600e000c620',sparc
b'00000023100200ff00423021e8c0030400be8f0800bd270800e00300000000f8ffbd270400beaf21f0a003211880002110a0000800c3a30c00c2a30800c3930c',mipsel
b'471904e24700007da70040fb6a0204fb4710002fa4a10d4140150020e410002fa40f0020fc18002fa40d0020fc10002fa40b0020e4feff3f208136204810004f',alphaev56
b'5810502aa7280000502010005840f03858e0f03807f4000000000707070790dff0340dd0a7faff985810d0565010f064a72800015810d0520de11222a7840008',s390
b'1f1ae6826500e9fc39922500ea8269fc3a72201046a22920d5f38f7220cc721160212302e22225e2e620d201882900482462221fd222661162692001ca048f02',sh4
b'73060062280000c1b01f04ff470500e573070042280000a1b01f04ff470400e47300007da7000081b00300e373000061b00200e273000041b000405b6b0000ba',alphaev56
b'b607bffc85292018b538a01880a6bfe50680000c808f60ff8210200c82807fff2280000588013fffc407200010bffffcf62080008210200510bffff3ba102001',sparc
b'7928fb6cf45288600291c87202b2886cec52897601b6896cf00c42005156c149c1448114390000000049c24c021800671260165281600242817401b4816cf452',m68k
b'904f903f902f900895af92bf92cf92df92ef92ff920f931f93cf93df93cdb7deb760970fb6f894debf0fbecdbf29833a834b835c836d837e838f839887a986ba',avr
b'c000182482000ca0e90000904900018d0800003c020000a0e9000134079d94ad0300003c090000ac47000094a800208d25001c8ccb0018948a000c24a5000131',mips
b'90e0909300008093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e0',avr
b'ffff3f20000028b000003d24000076a0000081b000003d24000086280300e34300001d2600007da70400e4731104ff47000081b002009f20000081b0ffff9f20',alphaev56
b'0000108800000000000000c400448810890f8a0e8b0d8c0c8d0b8e0a8f09460ed801420d0b02a6cfcecdcccbcac9c80c0f60000000000028000010c000000000',s390
b'144000058fe200548ca200708ce2005810000003ac54000024420001afe20054272300488c62000824420001ac620008248200648c4300040003182b8cb70070',mips
b'000000000000f22e54000010f23c54230630000000000000f2000423f2000018f23c54383feffffffffffffff29d000af22e54000008600cf22e54000008f22e',m68k
b'009091000090930000809300008aea9eeb909300008093000086ed9aeb90930000809300008091000090910000909300008093000087e090e090930000809300',avr
b'b11f04ff47000055300200d6300000e1b0000041b00000a030000040a00000c1b0000041b02500e573000044300000a1b01f04ff470000972800007da72200e2',alphaev56
